date,observatory,xrsa,xrsb,xrsa_corr,xrsb_corr,T_cor,EM_cor,T_phot,EM_phot,EM_cor_norm,EM_phot_norm,month,day,GOES_missing,FAI_alert,FAI_true,delta_min,group_id,duration_from_start
2024-08-21 04:11:00,GOES-18,1.4480142e-07,4.029398e-06,4.3058228982317814e-08,3.583038505894365e-07,10.864407453736485,1.7506649372768054e+47,9.804253590100036,4.714373618620534e+47,0.017506649372768,0.0471437361862053,8,2024-08-21,False,True,True,1.0,3336,5.0
2024-08-21 04:12:00,GOES-18,1.6871853e-07,4.164531e-06,5.0095202652755695e-08,3.766626832657494e-07,11.384882702704624,1.7416553139299004e+47,10.344640965846477,4.540409816542641e+47,0.017416553139299,0.0454040981654264,8,2024-08-21,False,True,True,1.0,3336,6.0
2024-08-21 04:13:00,GOES-18,2.1043695e-07,4.379714e-06,8.136517237744556e-08,5.018641786591616e-07,12.453242061903634,2.1115384216480325e+47,11.512004942385516,5.139457025713615e+47,0.0211153842164803,0.0513945702571361,8,2024-08-21,False,True,True,1.0,3336,7.0
2024-08-21 04:14:00,GOES-18,2.1938824e-07,4.497285e-06,9.047528237715596e-08,5.761653483205009e-07,12.275925130083408,2.4586871803170313e+47,11.313819567869466,6.0521125364817975e+47,0.0245868718031703,0.0605211253648179,8,2024-08-21,False,True,True,1.0,3336,8.0
2024-08-21 04:15:00,GOES-18,2.1396106e-07,4.5319725e-06,8.38257960822375e-08,5.818906174681615e-07,11.807127667711567,2.5850748746603613e+47,10.79764979041097,6.558295203682557e+47,0.0258507487466036,0.0655829520368255,8,2024-08-21,False,True,True,1.0,3336,9.0
2024-08-21 04:16:00,GOES-18,1.9961662e-07,4.5141296e-06,5.4815203043290246e-08,4.84731572214514e-07,10.56147709480204,2.4533433342313313e+47,9.49809102912766,6.7297034385137695e+47,0.0245334333423133,0.0672970343851376,8,2024-08-21,False,True,True,1.0,3336,10.0
2024-08-21 05:36:00,GOES-18,5.73858e-07,6.054842e-06,5.30654460817459e-07,3.0653523026558105e-06,12.82368000474188,1.2546386378076542e+48,11.931293748615634,2.9831037335628764e+48,0.1254638637807654,0.2983103733562877,8,2024-08-21,False,True,True,1.0,3345,2.0
2024-08-21 05:37:00,GOES-18,5.539105e-07,6.2956615e-06,5.093572781333933e-07,3.285718321421882e-06,12.20501455944523,1.4103155538792689e+48,11.235010601663886,3.4872495766580584e+48,0.1410315553879269,0.3487249576658058,8,2024-08-21,False,True,True,1.0,3345,3.0
2024-08-21 05:38:00,GOES-18,6.1863176e-07,6.710164e-06,5.513990686267789e-07,3.549327175278449e-06,12.216760277042546,1.5219841040155408e+48,11.248046911687732,3.7605490599975917e+48,0.1521984104015541,0.3760549059997591,8,2024-08-21,False,True,True,1.0,3345,4.0
2024-08-21 05:39:00,GOES-18,7.4553446e-07,7.351024e-06,4.841629106522305e-07,3.139351974823512e-06,12.176685189133584,1.3506664855226213e+48,11.20359742229048,3.345807207154169e+48,0.1350666485522621,0.3345807207154169,8,2024-08-21,False,True,True,1.0,3345,5.0
