Flare_ID,StartTime,PeakTime,EndTime,Class,ClassLetter,ClassNumber,ClassGroup,Observatory,StartPeak,PeakEnd,StartEnd,day,FAIalerts_W,FAIalerts_WStart,FAIalerts_WPeak,FAIalerts_StartPeak,FAIalerts_PeakEnd,FAIalerts_startEnd,AnticipationStart,AnticipationPeak,Peak_to_lastFAI,Time_since_prev_flare_end,Time_since_prev_flare_peak,RelAnticipation_Peak,RelAnticipation_Start
Flare_20141025_1015,2014-10-25 23:20:00,2014-10-25 23:26:00,2014-10-25 23:36:00,C8.4,C,8.4,C5-9.9,GOES,6.0,10.0,16.0,2014-10-25,5,4,5,1,0,1,21.0,27.0,6.0,,,4.5,3.5
Flare_20141026_1016,2014-10-26 01:08:00,2014-10-26 01:13:00,2014-10-26 01:27:00,C3.1,C,3.1,C1-4.9,GOES,5.0,14.0,19.0,2014-10-26,2,2,2,0,0,0,21.0,26.0,25.0,97.0,107.0,5.2,4.2
Flare_20141026_1017,2014-10-26 05:09:00,2014-10-26 05:13:00,2014-10-26 05:19:00,C2.8,C,2.8,C1-4.9,GOES,4.0,6.0,10.0,2014-10-26,0,0,0,0,0,0,,,,,,,
Flare_20141026_1018,2014-10-26 05:45:00,2014-10-26 05:50:00,2014-10-26 05:55:00,C4.0,C,4.0,C1-4.9,GOES,5.0,5.0,10.0,2014-10-26,3,0,3,3,0,3,,5.0,3.0,31.0,37.0,1.0,
Flare_20141026_1019,2014-10-26 06:13:00,2014-10-26 06:21:00,2014-10-26 06:26:00,C9.5,C,9.5,C5-9.9,GOES,8.0,5.0,13.0,2014-10-26,1,0,1,1,0,1,,7.0,7.0,26.0,31.0,0.875,
Flare_20141026_1020,2014-10-26 10:04:00,2014-10-26 10:56:00,2014-10-26 11:18:00,X2.0,X,2.0,X1-4.9,GOES,52.0,22.0,74.0,2014-10-26,7,5,7,2,0,2,19.0,71.0,36.0,,,1.3653846153846154,0.36538461538461536
Flare_20141026_1021,2014-10-26 13:04:00,2014-10-26 13:09:00,2014-10-26 13:16:00,C9.2,C,9.2,C5-9.9,GOES,5.0,7.0,12.0,2014-10-26,1,0,1,1,0,1,,4.0,4.0,111.0,133.0,0.8,
Flare_20141026_1022,2014-10-26 15:11:00,2014-10-26 15:20:00,2014-10-26 15:34:00,C5.2,C,5.2,C5-9.9,GOES,9.0,14.0,23.0,2014-10-26,10,4,10,6,0,6,27.0,36.0,1.0,124.0,131.0,4.0,3.0
Flare_20141026_1023,2014-10-26 15:52:00,2014-10-26 15:56:00,2014-10-26 16:00:00,C3.5,C,3.5,C1-4.9,GOES,4.0,4.0,8.0,2014-10-26,0,0,0,0,0,0,,,,22.0,36.0,,
Flare_20141026_1024,2014-10-26 16:12:00,2014-10-26 16:17:00,2014-10-26 16:22:00,C5.3,C,5.3,C5-9.9,GOES,5.0,5.0,10.0,2014-10-26,1,0,1,1,0,1,,1.0,1.0,17.0,21.0,0.2,
Flare_20141026_1025,2014-10-26 17:08:00,2014-10-26 17:17:00,2014-10-26 17:30:00,M1.0,M,1.0,M1-4.9,GOES,9.0,13.0,22.0,2014-10-26,28,19,28,9,0,9,19.0,28.0,1.0,55.0,60.0,3.111111111111111,2.111111111111111
Flare_20141026_1026,2014-10-26 17:55:00,2014-10-26 17:59:00,2014-10-26 18:05:00,C7.8,C,7.8,C5-9.9,GOES,4.0,6.0,10.0,2014-10-26,1,1,1,0,0,0,4.0,8.0,8.0,29.0,42.0,2.0,1.0
Flare_20141026_1028,2014-10-26 18:43:00,2014-10-26 18:49:00,2014-10-26 18:56:00,M1.9,M,1.9,M1-4.9,GOES,6.0,7.0,13.0,2014-10-26,0,0,0,0,0,0,,,,44.0,50.0,,
Flare_20141107_1045,2014-11-07 10:13:00,2014-11-07 10:22:00,2014-11-07 10:30:00,M1.0,M,1.0,M1-4.9,GOES,9.0,8.0,17.0,2014-11-07,18,13,18,5,0,5,18.0,27.0,5.0,,,3.0,2.0
Flare_20141107_1046,2014-11-07 12:03:00,2014-11-07 12:06:00,2014-11-07 12:08:00,C3.9,C,3.9,C1-4.9,GOES,3.0,2.0,5.0,2014-11-07,3,3,3,0,0,0,21.0,24.0,22.0,96.0,104.0,8.0,7.0
Flare_20141107_1047,2014-11-07 13:19:00,2014-11-07 13:24:00,2014-11-07 13:31:00,C1.3,C,1.3,C1-4.9,GOES,5.0,7.0,12.0,2014-11-07,3,1,3,2,0,2,15.0,20.0,1.0,76.0,78.0,4.0,3.0
Flare_20141107_1048,2014-11-07 13:55:00,2014-11-07 13:59:00,2014-11-07 14:05:00,C2.3,C,2.3,C1-4.9,GOES,4.0,6.0,10.0,2014-11-07,0,0,0,0,0,0,,,,28.0,35.0,,
Flare_20141107_1049,2014-11-07 14:51:00,2014-11-07 15:16:00,2014-11-07 15:57:00,C7.0,C,7.0,C5-9.9,GOES,25.0,41.0,66.0,2014-11-07,19,2,19,17,0,17,2.0,27.0,9.0,71.0,77.0,1.08,0.08
Flare_20141107_1050,2014-11-07 16:10:00,2014-11-07 16:39:00,2014-11-07 16:45:00,C7.0,C,7.0,C5-9.9,GOES,29.0,6.0,35.0,2014-11-07,3,0,3,3,0,3,,23.0,21.0,42.0,83.0,0.7931034482758621,
Flare_20141107_1051,2014-11-07 16:53:00,2014-11-07 17:26:00,2014-11-07 17:34:00,X1.6,X,1.6,X1-4.9,GOES,33.0,8.0,41.0,2014-11-07,6,0,6,6,0,6,,30.0,14.0,41.0,47.0,0.9090909090909091,
Flare_20141107_1052,2014-11-07 23:45:00,2014-11-07 23:48:00,2014-11-07 23:52:00,C1.4,C,1.4,C1-4.9,GOES,3.0,4.0,7.0,2014-11-07,1,0,1,1,0,1,,1.0,1.0,,,0.3333333333333333,
Flare_20141220_1053,2014-12-20 00:11:00,2014-12-20 00:28:00,2014-12-20 00:55:00,X1.8,X,1.8,X1-4.9,GOES,17.0,27.0,44.0,2014-12-20,0,0,0,0,0,0,,,,,,,
Flare_20141220_1054,2014-12-20 11:36:00,2014-12-20 11:41:00,2014-12-20 11:48:00,C2.3,C,2.3,C1-4.9,GOES,5.0,7.0,12.0,2014-12-20,2,0,2,2,0,2,,2.0,1.0,,,0.4,
Flare_20141220_1055,2014-12-20 15:01:00,2014-12-20 15:06:00,2014-12-20 15:11:00,C2.9,C,2.9,C1-4.9,GOES,5.0,5.0,10.0,2014-12-20,2,1,2,1,0,1,17.0,22.0,1.0,,,4.4,3.4
Flare_20141220_1056,2014-12-20 15:47:00,2014-12-20 15:53:00,2014-12-20 15:59:00,C2.0,C,2.0,C1-4.9,GOES,6.0,6.0,12.0,2014-12-20,3,0,3,3,0,3,,3.0,1.0,42.0,47.0,0.5,
Flare_20141220_1057,2014-12-20 20:29:00,2014-12-20 20:35:00,2014-12-20 20:49:00,C5.6,C,5.6,C5-9.9,GOES,6.0,14.0,20.0,2014-12-20,6,4,6,2,0,2,25.0,31.0,1.0,,,5.166666666666667,4.166666666666667
Flare_20141220_1058,2014-12-20 21:40:00,2014-12-20 21:43:00,2014-12-20 21:46:00,C2.9,C,2.9,C1-4.9,GOES,3.0,3.0,6.0,2014-12-20,4,4,4,0,0,0,9.0,12.0,9.0,54.0,68.0,4.0,3.0
Flare_20150311_1060,2015-03-11 01:16:00,2015-03-11 01:19:00,2015-03-11 01:23:00,C1.1,C,1.1,C1-4.9,GOES,3.0,4.0,7.0,2015-03-11,0,0,0,0,0,0,,,,,,,
Flare_20150311_1061,2015-03-11 02:12:00,2015-03-11 02:19:00,2015-03-11 02:25:00,C2.8,C,2.8,C1-4.9,GOES,7.0,6.0,13.0,2015-03-11,3,0,3,3,0,3,,3.0,1.0,56.0,60.0,0.42857142857142855,
Flare_20150311_1064,2015-03-11 05:51:00,2015-03-11 05:57:00,2015-03-11 06:00:00,C1.3,C,1.3,C1-4.9,GOES,6.0,3.0,9.0,2015-03-11,2,0,2,2,0,2,,2.0,1.0,,,0.3333333333333333,
Flare_20150311_1065,2015-03-11 06:05:00,2015-03-11 06:09:00,2015-03-11 06:14:00,C2.7,C,2.7,C1-4.9,GOES,4.0,5.0,9.0,2015-03-11,1,0,1,1,0,1,,1.0,1.0,9.0,12.0,0.25,
Flare_20150311_1066,2015-03-11 06:45:00,2015-03-11 06:48:00,2015-03-11 06:51:00,C1.0,C,1.0,C1-4.9,GOES,3.0,3.0,6.0,2015-03-11,0,0,0,0,0,0,,,,34.0,39.0,,
Flare_20150311_1067,2015-03-11 07:10:00,2015-03-11 07:18:00,2015-03-11 07:43:00,M1.8,M,1.8,M1-4.9,GOES,8.0,25.0,33.0,2015-03-11,3,2,3,1,0,1,2.0,10.0,2.0,27.0,30.0,1.25,0.25
Flare_20150311_1068,2015-03-11 07:51:00,2015-03-11 07:57:00,2015-03-11 08:03:00,M2.6,M,2.6,M1-4.9,GOES,6.0,6.0,12.0,2015-03-11,1,0,1,1,0,1,,5.0,5.0,14.0,39.0,0.8333333333333334,
Flare_20150311_1069,2015-03-11 09:21:00,2015-03-11 09:25:00,2015-03-11 09:31:00,C1.8,C,1.8,C1-4.9,GOES,4.0,6.0,10.0,2015-03-11,0,0,0,0,0,0,,,,82.0,88.0,,
Flare_20150311_1071,2015-03-11 13:05:00,2015-03-11 13:16:00,2015-03-11 13:23:00,C2.3,C,2.3,C1-4.9,GOES,11.0,7.0,18.0,2015-03-11,7,0,7,7,0,7,,7.0,1.0,,,0.6363636363636364,
Flare_20150311_1072,2015-03-11 14:30:00,2015-03-11 14:38:00,2015-03-11 14:46:00,C2.0,C,2.0,C1-4.9,GOES,8.0,8.0,16.0,2015-03-11,8,4,8,4,0,4,23.0,31.0,1.0,75.0,82.0,3.875,2.875
Flare_20150311_1073,2015-03-11 15:15:00,2015-03-11 15:26:00,2015-03-11 15:38:00,C1.7,C,1.7,C1-4.9,GOES,11.0,12.0,23.0,2015-03-11,4,0,4,4,0,4,,7.0,4.0,40.0,48.0,0.6363636363636364,
Flare_20150311_1074,2015-03-11 16:11:00,2015-03-11 16:22:00,2015-03-11 16:29:00,X2.1,X,2.1,X1-4.9,GOES,11.0,7.0,18.0,2015-03-11,3,1,3,2,0,2,26.0,37.0,7.0,44.0,56.0,3.3636363636363638,2.3636363636363638
Flare_20150311_1075,2015-03-11 18:37:00,2015-03-11 18:51:00,2015-03-11 18:57:00,M1.0,M,1.0,M1-4.9,GOES,14.0,6.0,20.0,2015-03-11,9,0,9,9,0,9,,10.0,2.0,142.0,149.0,0.7142857142857143,
Flare_20150311_1076,2015-03-11 22:08:00,2015-03-11 22:19:00,2015-03-11 22:37:00,C7.8,C,7.8,C5-9.9,GOES,11.0,18.0,29.0,2015-03-11,8,1,8,7,0,7,20.0,31.0,1.0,,,2.8181818181818183,1.8181818181818181
Flare_20210703_1127,2021-07-03 01:02:00,2021-07-03 01:15:00,2021-07-03 01:22:00,B5.1,B,5.1,B5-9.9,GOES,13.0,7.0,20.0,2021-07-03,3,0,3,3,0,3,,3.0,1.0,,,0.23076923076923078,
Flare_20210703_1128,2021-07-03 02:14:00,2021-07-03 02:31:00,2021-07-03 02:39:00,C5.7,C,5.7,C5-9.9,GOES,17.0,8.0,25.0,2021-07-03,8,0,8,8,0,8,,8.0,1.0,69.0,76.0,0.47058823529411764,
Flare_20210703_1129,2021-07-03 04:39:00,2021-07-03 04:44:00,2021-07-03 04:55:00,B5.1,B,5.1,B5-9.9,GOES,5.0,11.0,16.0,2021-07-03,0,0,0,0,0,0,,,,125.0,133.0,,
Flare_20210703_1130,2021-07-03 04:58:00,2021-07-03 05:08:00,2021-07-03 05:24:00,C1.9,C,1.9,C1-4.9,GOES,10.0,16.0,26.0,2021-07-03,5,0,5,5,0,5,,5.0,1.0,13.0,24.0,0.5,
Flare_20210703_1131,2021-07-03 07:04:00,2021-07-03 07:17:00,2021-07-03 07:22:00,M2.7,M,2.7,M1-4.9,GOES,13.0,5.0,18.0,2021-07-03,1,0,1,1,0,1,,5.0,5.0,113.0,129.0,0.38461538461538464,
Flare_20210703_1132,2021-07-03 12:55:00,2021-07-03 13:11:00,2021-07-03 13:22:00,C1.9,C,1.9,C1-4.9,GOES,16.0,11.0,27.0,2021-07-03,8,0,8,8,0,8,,11.0,1.0,,,0.6875,
Flare_20210703_1133,2021-07-03 14:18:00,2021-07-03 14:29:00,2021-07-03 14:34:00,X1.5,X,1.5,X1-4.9,GOES,11.0,5.0,16.0,2021-07-03,0,0,0,0,0,0,,,,67.0,78.0,,
Flare_20210703_1134,2021-07-03 16:26:00,2021-07-03 16:33:00,2021-07-03 16:42:00,B8.6,B,8.6,B5-9.9,GOES,7.0,9.0,16.0,2021-07-03,1,0,1,1,0,1,,1.0,1.0,119.0,124.0,0.14285714285714285,
Flare_20210703_1135,2021-07-03 16:52:00,2021-07-03 16:55:00,2021-07-03 16:59:00,B7.6,B,7.6,B5-9.9,GOES,3.0,4.0,7.0,2021-07-03,0,0,0,0,0,0,,,,13.0,22.0,,
Flare_20210703_1136,2021-07-03 16:59:00,2021-07-03 17:03:00,2021-07-03 17:14:00,M1.0,M,1.0,M1-4.9,GOES,4.0,11.0,15.0,2021-07-03,0,0,0,0,0,0,,,,4.0,8.0,,
Flare_20210703_1137,2021-07-03 20:00:00,2021-07-03 20:09:00,2021-07-03 20:16:00,B7.0,B,7.0,B5-9.9,GOES,9.0,7.0,16.0,2021-07-03,1,0,1,1,0,1,,1.0,1.0,175.0,,0.1111111111111111,
Flare_20210703_1138,2021-07-03 21:17:00,2021-07-03 21:24:00,2021-07-03 21:28:00,B5.1,B,5.1,B5-9.9,GOES,7.0,4.0,11.0,2021-07-03,3,0,3,3,0,3,,3.0,1.0,68.0,75.0,0.42857142857142855,
Flare_20210703_1139,2021-07-03 21:34:00,2021-07-03 21:41:00,2021-07-03 21:46:00,B5.2,B,5.2,B5-9.9,GOES,7.0,5.0,12.0,2021-07-03,0,0,0,0,0,0,,,,13.0,17.0,,
Flare_20210703_1140,2021-07-03 21:51:00,2021-07-03 22:02:00,2021-07-03 22:08:00,B6.0,B,6.0,B5-9.9,GOES,11.0,6.0,17.0,2021-07-03,3,0,3,3,0,3,,3.0,1.0,16.0,21.0,0.2727272727272727,
Flare_20210703_1141,2021-07-03 23:23:00,2021-07-03 23:30:00,2021-07-03 23:37:00,B6.1,B,6.1,B5-9.9,GOES,7.0,7.0,14.0,2021-07-03,1,0,1,1,0,1,,1.0,1.0,82.0,88.0,0.14285714285714285,
Flare_20211028_1142,2021-10-28 01:32:00,2021-10-28 01:38:00,2021-10-28 01:45:00,C1.2,C,1.2,C1-4.9,GOES,6.0,7.0,13.0,2021-10-28,2,0,2,2,0,2,,2.0,1.0,,,0.3333333333333333,
Flare_20211028_1143,2021-10-28 07:30:00,2021-10-28 07:40:00,2021-10-28 07:45:00,M1.4,M,1.4,M1-4.9,GOES,10.0,5.0,15.0,2021-10-28,1,1,1,0,0,0,3.0,13.0,13.0,,,1.3,0.3
Flare_20211028_1144,2021-10-28 09:56:00,2021-10-28 10:00:00,2021-10-28 10:05:00,C1.1,C,1.1,C1-4.9,GOES,4.0,5.0,9.0,2021-10-28,0,0,0,0,0,0,,,,135.0,140.0,,
Flare_20211028_1145,2021-10-28 10:19:00,2021-10-28 10:28:00,2021-10-28 10:37:00,M2.2,M,2.2,M1-4.9,GOES,9.0,9.0,18.0,2021-10-28,0,0,0,0,0,0,,,,23.0,28.0,,
Flare_20211028_1146,2021-10-28 12:09:00,2021-10-28 12:17:00,2021-10-28 12:27:00,C1.2,C,1.2,C1-4.9,GOES,8.0,10.0,18.0,2021-10-28,2,1,2,1,0,1,26.0,34.0,1.0,100.0,109.0,4.25,3.25
Flare_20211028_1147,2021-10-28 12:26:00,2021-10-28 12:38:00,2021-10-28 12:49:00,C2.2,C,2.2,C1-4.9,GOES,12.0,11.0,23.0,2021-10-28,6,0,6,6,0,6,,6.0,1.0,11.0,21.0,0.5,
Flare_20211028_1148,2021-10-28 13:15:00,2021-10-28 13:21:00,2021-10-28 13:25:00,C3.3,C,3.3,C1-4.9,GOES,6.0,4.0,10.0,2021-10-28,1,0,1,1,0,1,,1.0,1.0,32.0,43.0,0.16666666666666666,
Flare_20211028_1149,2021-10-28 13:46:00,2021-10-28 13:59:00,2021-10-28 14:05:00,C3.8,C,3.8,C1-4.9,GOES,13.0,6.0,19.0,2021-10-28,5,0,5,5,0,5,,5.0,1.0,34.0,38.0,0.38461538461538464,
Flare_20211028_1150,2021-10-28 15:17:00,2021-10-28 15:35:00,2021-10-28 15:48:00,X1.0,X,1.0,X1-4.9,GOES,18.0,13.0,31.0,2021-10-28,8,1,8,7,0,7,24.0,42.0,1.0,90.0,96.0,2.3333333333333335,1.3333333333333333
Flare_20211028_1151,2021-10-28 18:07:00,2021-10-28 18:10:00,2021-10-28 18:14:00,C3.1,C,3.1,C1-4.9,GOES,3.0,4.0,7.0,2021-10-28,2,2,2,0,0,0,28.0,31.0,30.0,142.0,155.0,10.333333333333334,9.333333333333334
Flare_20211028_1152,2021-10-28 19:34:00,2021-10-28 19:45:00,2021-10-28 20:03:00,C3.1,C,3.1,C1-4.9,GOES,11.0,18.0,29.0,2021-10-28,7,5,7,2,0,2,21.0,32.0,1.0,91.0,95.0,2.909090909090909,1.9090909090909092
Flare_20211028_1153,2021-10-28 21:02:00,2021-10-28 21:07:00,2021-10-28 21:11:00,C1.5,C,1.5,C1-4.9,GOES,5.0,4.0,9.0,2021-10-28,1,0,1,1,0,1,,1.0,1.0,64.0,82.0,0.2,
Flare_20220417_1166,2022-04-17 00:33:00,2022-04-17 00:37:00,2022-04-17 00:42:00,C2.9,C,2.9,C1-4.9,GOES,4.0,5.0,9.0,2022-04-17,4,3,4,1,0,1,3.0,7.0,4.0,,,1.75,0.75
Flare_20220417_1167,2022-04-17 01:26:00,2022-04-17 01:36:00,2022-04-17 01:41:00,C3.1,C,3.1,C1-4.9,GOES,10.0,5.0,15.0,2022-04-17,10,6,10,4,0,4,22.0,32.0,1.0,54.0,59.0,3.2,2.2
Flare_20220417_1168,2022-04-17 01:41:00,2022-04-17 01:57:00,2022-04-17 02:00:00,C5.0,C,5.0,C5-9.9,GOES,16.0,3.0,19.0,2022-04-17,7,0,7,7,0,7,,7.0,1.0,16.0,21.0,0.4375,
Flare_20220417_1169,2022-04-17 02:00:00,2022-04-17 02:11:00,2022-04-17 02:23:00,M1.9,M,1.9,M1-4.9,GOES,11.0,12.0,23.0,2022-04-17,0,0,0,0,0,0,,,,11.0,14.0,,
Flare_20220417_1170,2022-04-17 03:17:00,2022-04-17 03:34:00,2022-04-17 03:51:00,X1.1,X,1.1,X1-4.9,GOES,17.0,17.0,34.0,2022-04-17,1,0,1,1,0,1,,10.0,10.0,71.0,83.0,0.5882352941176471,
Flare_20220417_1171,2022-04-17 09:33:00,2022-04-17 09:40:00,2022-04-17 09:50:00,C3.9,C,3.9,C1-4.9,GOES,7.0,10.0,17.0,2022-04-17,5,3,5,2,0,2,7.0,14.0,1.0,,,2.0,1.0
Flare_20220417_1172,2022-04-17 16:02:00,2022-04-17 16:08:00,2022-04-17 16:13:00,C7.7,C,7.7,C5-9.9,GOES,6.0,5.0,11.0,2022-04-17,2,0,2,2,0,2,,2.0,1.0,,,0.3333333333333333,
Flare_20220417_1173,2022-04-17 17:40:00,2022-04-17 17:44:00,2022-04-17 17:49:00,C1.6,C,1.6,C1-4.9,GOES,4.0,5.0,9.0,2022-04-17,0,0,0,0,0,0,,,,91.0,96.0,,
Flare_20220417_1174,2022-04-17 17:50:00,2022-04-17 18:04:00,2022-04-17 18:10:00,C6.2,C,6.2,C5-9.9,GOES,14.0,6.0,20.0,2022-04-17,8,0,8,8,0,8,,8.0,1.0,15.0,20.0,0.5714285714285714,
Flare_20220417_1175,2022-04-17 19:52:00,2022-04-17 20:02:00,2022-04-17 20:06:00,M1.5,M,1.5,M1-4.9,GOES,10.0,4.0,14.0,2022-04-17,6,5,6,1,0,1,25.0,35.0,3.0,112.0,118.0,3.5,2.5
Flare_20220417_1176,2022-04-17 20:52:00,2022-04-17 21:01:00,2022-04-17 21:08:00,C2.7,C,2.7,C1-4.9,GOES,9.0,7.0,16.0,2022-04-17,4,0,4,4,0,4,,4.0,1.0,55.0,59.0,0.4444444444444444,
Flare_20220417_1177,2022-04-17 21:13:00,2022-04-17 21:19:00,2022-04-17 21:25:00,C3.2,C,3.2,C1-4.9,GOES,6.0,6.0,12.0,2022-04-17,2,0,2,2,0,2,,2.0,1.0,11.0,18.0,0.3333333333333333,
Flare_20220417_1178,2022-04-17 22:28:00,2022-04-17 22:34:00,2022-04-17 22:40:00,M4.4,M,4.4,M1-4.9,GOES,6.0,6.0,12.0,2022-04-17,0,0,0,0,0,0,,,,69.0,75.0,,
Flare_20220420_1179,2022-04-20 00:03:00,2022-04-20 00:12:00,2022-04-20 00:23:00,C3.0,C,3.0,C1-4.9,GOES,9.0,11.0,20.0,2022-04-20,3,0,3,3,0,3,,3.0,1.0,,,0.3333333333333333,
Flare_20220420_1180,2022-04-20 00:46:00,2022-04-20 00:51:00,2022-04-20 01:03:00,C3.9,C,3.9,C1-4.9,GOES,5.0,12.0,17.0,2022-04-20,12,7,12,5,0,5,7.0,12.0,1.0,28.0,39.0,2.4,1.4
Flare_20220420_1181,2022-04-20 01:07:00,2022-04-20 01:14:00,2022-04-20 01:20:00,M1.2,M,1.2,M1-4.9,GOES,7.0,6.0,13.0,2022-04-20,0,0,0,0,0,0,,,,11.0,23.0,,
Flare_20220420_1182,2022-04-20 01:20:00,2022-04-20 01:36:00,2022-04-20 01:44:00,M7.2,M,7.2,M5-9.9,GOES,16.0,8.0,24.0,2022-04-20,0,0,0,0,0,0,,,,16.0,22.0,,
Flare_20220420_1183,2022-04-20 02:38:00,2022-04-20 02:44:00,2022-04-20 02:56:00,C3.8,C,3.8,C1-4.9,GOES,6.0,12.0,18.0,2022-04-20,0,0,0,0,0,0,,,,60.0,68.0,,
Flare_20220420_1184,2022-04-20 03:41:00,2022-04-20 03:57:00,2022-04-20 04:04:00,X2.2,X,2.2,X1-4.9,GOES,16.0,7.0,23.0,2022-04-20,7,1,7,6,0,6,9.0,25.0,9.0,61.0,73.0,1.5625,0.5625
Flare_20220420_1185,2022-04-20 05:06:00,2022-04-20 05:10:00,2022-04-20 05:14:00,C2.6,C,2.6,C1-4.9,GOES,4.0,4.0,8.0,2022-04-20,0,0,0,0,0,0,,,,66.0,73.0,,
Flare_20220420_1186,2022-04-20 05:35:00,2022-04-20 05:40:00,2022-04-20 05:44:00,C4.0,C,4.0,C1-4.9,GOES,5.0,4.0,9.0,2022-04-20,0,0,0,0,0,0,,,,26.0,30.0,,
Flare_20220420_1187,2022-04-20 09:35:00,2022-04-20 09:55:00,2022-04-20 10:03:00,C4.2,C,4.2,C1-4.9,GOES,20.0,8.0,28.0,2022-04-20,11,0,11,11,0,11,,14.0,4.0,,,0.7,
Flare_20220420_1188,2022-04-20 10:03:00,2022-04-20 10:08:00,2022-04-20 10:18:00,C5.1,C,5.1,C5-9.9,GOES,5.0,10.0,15.0,2022-04-20,0,0,0,0,0,0,,,,5.0,13.0,,
Flare_20220420_1189,2022-04-20 11:45:00,2022-04-20 11:52:00,2022-04-20 11:58:00,C3.0,C,3.0,C1-4.9,GOES,7.0,6.0,13.0,2022-04-20,12,6,12,6,0,6,22.0,29.0,2.0,94.0,104.0,4.142857142857143,3.142857142857143
Flare_20220420_1190,2022-04-20 12:24:00,2022-04-20 12:53:00,2022-04-20 13:02:00,M1.9,M,1.9,M1-4.9,GOES,29.0,9.0,38.0,2022-04-20,8,0,8,8,0,8,,23.0,16.0,55.0,61.0,0.7931034482758621,
Flare_20220420_1191,2022-04-20 13:50:00,2022-04-20 13:54:00,2022-04-20 13:59:00,C3.1,C,3.1,C1-4.9,GOES,4.0,5.0,9.0,2022-04-20,4,4,4,0,0,0,8.0,12.0,9.0,52.0,61.0,3.0,2.0
Flare_20220420_1193,2022-04-20 18:33:00,2022-04-20 18:40:00,2022-04-20 18:49:00,C8.9,C,8.9,C5-9.9,GOES,7.0,9.0,16.0,2022-04-20,0,0,0,0,0,0,,,,,,,
Flare_20220420_1194,2022-04-20 22:27:00,2022-04-20 22:33:00,2022-04-20 22:40:00,C2.3,C,2.3,C1-4.9,GOES,6.0,7.0,13.0,2022-04-20,2,2,2,0,0,0,20.0,26.0,25.0,,,4.333333333333333,3.3333333333333335
Flare_20220420_1195,2022-04-20 23:23:00,2022-04-20 23:34:00,2022-04-20 23:48:00,C5.6,C,5.6,C5-9.9,GOES,11.0,14.0,25.0,2022-04-20,9,6,9,3,0,3,29.0,40.0,4.0,54.0,61.0,3.6363636363636362,2.6363636363636362
Flare_20220430_1196,2022-04-30 01:18:00,2022-04-30 01:29:00,2022-04-30 01:38:00,C5.2,C,5.2,C5-9.9,GOES,11.0,9.0,20.0,2022-04-30,6,2,6,4,0,4,14.0,25.0,1.0,,,2.272727272727273,1.2727272727272727
Flare_20220430_1197,2022-04-30 01:38:00,2022-04-30 01:42:00,2022-04-30 01:47:00,C4.3,C,4.3,C1-4.9,GOES,4.0,5.0,9.0,2022-04-30,0,0,0,0,0,0,,,,4.0,13.0,,
Flare_20220430_1198,2022-04-30 04:04:00,2022-04-30 04:15:00,2022-04-30 04:25:00,C1.9,C,1.9,C1-4.9,GOES,11.0,10.0,21.0,2022-04-30,4,0,4,4,0,4,,4.0,1.0,148.0,153.0,0.36363636363636365,
Flare_20220430_1199,2022-04-30 04:46:00,2022-04-30 05:01:00,2022-04-30 05:07:00,M2.6,M,2.6,M1-4.9,GOES,15.0,6.0,21.0,2022-04-30,6,0,6,6,0,6,,10.0,5.0,36.0,46.0,0.6666666666666666,
Flare_20220430_1200,2022-04-30 05:25:00,2022-04-30 05:34:00,2022-04-30 05:40:00,M1.4,M,1.4,M1-4.9,GOES,9.0,6.0,15.0,2022-04-30,1,0,1,1,0,1,,1.0,1.0,27.0,33.0,0.1111111111111111,
Flare_20220430_1201,2022-04-30 07:22:00,2022-04-30 07:34:00,2022-04-30 07:40:00,C4.6,C,4.6,C1-4.9,GOES,12.0,6.0,18.0,2022-04-30,6,0,6,6,0,6,,6.0,1.0,114.0,120.0,0.5,
Flare_20220430_1202,2022-04-30 07:40:00,2022-04-30 07:52:00,2022-04-30 07:57:00,C6.6,C,6.6,C5-9.9,GOES,12.0,5.0,17.0,2022-04-30,3,0,3,3,0,3,,3.0,1.0,12.0,18.0,0.25,
Flare_20220430_1203,2022-04-30 08:36:00,2022-04-30 08:44:00,2022-04-30 08:54:00,C6.0,C,6.0,C5-9.9,GOES,8.0,10.0,18.0,2022-04-30,5,0,5,5,0,5,,5.0,1.0,47.0,52.0,0.625,
Flare_20220430_1204,2022-04-30 09:02:00,2022-04-30 09:09:00,2022-04-30 09:15:00,C5.0,C,5.0,C5-9.9,GOES,7.0,6.0,13.0,2022-04-30,0,0,0,0,0,0,,,,15.0,25.0,,
Flare_20220430_1205,2022-04-30 09:48:00,2022-04-30 09:58:00,2022-04-30 10:05:00,M4.8,M,4.8,M1-4.9,GOES,10.0,7.0,17.0,2022-04-30,1,0,1,1,0,1,,5.0,5.0,43.0,49.0,0.5,
Flare_20220430_1206,2022-04-30 10:53:00,2022-04-30 10:58:00,2022-04-30 11:05:00,C2.3,C,2.3,C1-4.9,GOES,5.0,7.0,12.0,2022-04-30,0,0,0,0,0,0,,,,53.0,60.0,,
Flare_20220430_1207,2022-04-30 11:14:00,2022-04-30 11:24:00,2022-04-30 11:34:00,C5.4,C,5.4,C5-9.9,GOES,10.0,10.0,20.0,2022-04-30,4,0,4,4,0,4,,6.0,3.0,19.0,26.0,0.6,
