StartTime,EndTime,Class,Observatory,PeakTime
2013-10-25 13:30:00,2013-10-25 13:42:00,C2.3,GOES,2013-10-25 13:37:00
2013-10-25 14:31:00,2013-10-25 14:45:00,C7.9,GOES,2013-10-25 14:38:00
2013-10-25 14:51:00,2013-10-25 15:12:00,X2.1,GOES,2013-10-25 15:03:00
2013-10-25 17:02:00,2013-10-25 17:16:00,M1.3,GOES,2013-10-25 17:09:00
2013-10-25 19:05:00,2013-10-25 19:24:00,M2.3,GOES,2013-10-25 19:21:00
2013-10-25 20:54:00,2013-10-25 21:13:00,M1.9,GOES,2013-10-25 20:58:00
2013-10-25 22:52:00,2013-10-25 23:08:00,C3.2,GOES,2013-10-25 23:00:00
2013-10-25 23:12:00,2013-10-25 23:26:00,C3.6,GOES,2013-10-25 23:17:00
2013-10-28 01:25:00,2013-10-28 01:36:00,C3.5,GOES,2013-10-28 01:30:00
2013-10-28 01:41:00,2013-10-28 02:12:00,X1.0,GOES,2013-10-28 02:03:00
2013-10-28 04:32:00,2013-10-28 04:46:00,M5.1,GOES,2013-10-28 04:41:00
2013-10-28 09:15:00,2013-10-28 09:26:00,C5.2,GOES,2013-10-28 09:22:00
2013-10-28 11:32:00,2013-10-28 12:39:00,M1.4,GOES,2013-10-28 11:53:00
2013-10-28 14:00:00,2013-10-28 14:12:00,M2.8,GOES,2013-10-28 14:05:00
2013-10-28 14:46:00,2013-10-28 15:04:00,M2.7,GOES,2013-10-28 15:01:00
2013-10-28 15:07:00,2013-10-28 15:21:00,M4.4,GOES,2013-10-28 15:15:00
2013-10-28 20:48:00,2013-10-28 21:02:00,M1.5,GOES,2013-10-28 20:57:00
2013-10-29 00:13:00,2013-10-29 00:21:00,C1.7,GOES,2013-10-29 00:16:00
2013-10-29 02:17:00,2013-10-29 02:31:00,C2.1,GOES,2013-10-29 02:27:00
2013-10-29 03:03:00,2013-10-29 03:19:00,C3.3,GOES,2013-10-29 03:10:00
2013-10-29 03:28:00,2013-10-29 03:43:00,C2.9,GOES,2013-10-29 03:31:00
2013-10-29 04:18:00,2013-10-29 04:40:00,C3.7,GOES,2013-10-29 04:35:00
2013-10-29 07:32:00,2013-10-29 07:55:00,C2.3,GOES,2013-10-29 07:48:00
2013-10-29 10:02:00,2013-10-29 10:21:00,C6.3,GOES,2013-10-29 10:07:00
2013-10-29 12:05:00,2013-10-29 12:22:00,C2.0,GOES,2013-10-29 12:10:00
2013-10-29 15:09:00,2013-10-29 15:46:00,C3.5,GOES,2013-10-29 15:34:00
2013-10-29 18:24:00,2013-10-29 18:36:00,C9.3,GOES,2013-10-29 18:31:00
2013-10-29 21:42:00,2013-10-29 22:01:00,X2.3,GOES,2013-10-29 21:54:00
2013-11-05 05:49:00,2013-11-05 06:23:00,C1.6,GOES,2013-11-05 06:02:00
2013-11-05 08:12:00,2013-11-05 08:21:00,M2.5,GOES,2013-11-05 08:18:00
2013-11-05 09:12:00,2013-11-05 09:22:00,C3.5,GOES,2013-11-05 09:18:00
2013-11-05 11:51:00,2013-11-05 12:01:00,C8.0,GOES,2013-11-05 11:58:00
2013-11-05 13:56:00,2013-11-05 14:48:00,C2.5,GOES,2013-11-05 14:22:00
2013-11-05 16:37:00,2013-11-05 16:48:00,C2.3,GOES,2013-11-05 16:42:00
2013-11-05 16:55:00,2013-11-05 17:01:00,C2.3,GOES,2013-11-05 16:59:00
2013-11-05 17:05:00,2013-11-05 17:17:00,C3.1,GOES,2013-11-05 17:15:00
2013-11-05 18:08:00,2013-11-05 18:17:00,M1.0,GOES,2013-11-05 18:13:00
2013-11-05 19:58:00,2013-11-05 20:17:00,C2.1,GOES,2013-11-05 20:07:00
2013-11-05 21:01:00,2013-11-05 21:19:00,C6.9,GOES,2013-11-05 21:13:00
2013-11-05 22:07:00,2013-11-05 22:15:00,X3.3,GOES,2013-11-05 22:12:00
2013-11-08 02:33:00,2013-11-08 02:46:00,C5.7,GOES,2013-11-08 02:40:00
2013-11-08 04:20:00,2013-11-08 04:29:00,X1.1,GOES,2013-11-08 04:26:00
2013-11-08 07:38:00,2013-11-08 08:18:00,C1.4,GOES,2013-11-08 07:57:00
2013-11-08 09:22:00,2013-11-08 09:31:00,M2.3,GOES,2013-11-08 09:28:00
2013-11-08 18:16:00,2013-11-08 18:27:00,C1.1,GOES,2013-11-08 18:21:00
2013-11-08 22:36:00,2013-11-08 22:41:00,B9.5,GOES,2013-11-08 22:39:00
2013-11-09 00:00:00,2013-11-09 00:36:00,C1.7,GOES,2013-11-09 00:19:00
2013-11-10 01:47:00,2013-11-10 02:00:00,C1.5,GOES,2013-11-10 01:52:00
2013-11-10 03:30:00,2013-11-10 03:49:00,C3.0,GOES,2013-11-10 03:40:00
2013-11-10 05:08:00,2013-11-10 05:18:00,X1.1,GOES,2013-11-10 05:14:00
2013-11-10 09:18:00,2013-11-10 09:48:00,C3.2,GOES,2013-11-10 09:27:00
2013-11-10 12:47:00,2013-11-10 12:58:00,C3.1,GOES,2013-11-10 12:52:00
2013-11-10 15:12:00,2013-11-10 16:12:00,C1.9,GOES,2013-11-10 15:47:00
2013-11-10 17:08:00,2013-11-10 17:33:00,C1.3,GOES,2013-11-10 17:25:00
2013-11-10 17:41:00,2013-11-10 17:48:00,C1.4,GOES,2013-11-10 17:45:00
2013-11-10 18:48:00,2013-11-10 18:58:00,C1.3,GOES,2013-11-10 18:55:00
2013-11-19 00:14:00,2013-11-19 00:56:00,C1.8,GOES,2013-11-19 00:36:00
2013-11-19 05:04:00,2013-11-19 05:37:00,C1.8,GOES,2013-11-19 05:26:00
2013-11-19 10:14:00,2013-11-19 10:34:00,X1.0,GOES,2013-11-19 10:26:00
2013-11-19 16:48:00,2013-11-19 16:56:00,C1.1,GOES,2013-11-19 16:51:00
2013-11-19 17:03:00,2013-11-19 17:09:00,C1.3,GOES,2013-11-19 17:06:00
2013-11-19 17:55:00,2013-11-19 18:05:00,C2.1,GOES,2013-11-19 18:01:00
2013-11-19 18:12:00,2013-11-19 18:19:00,C1.6,GOES,2013-11-19 18:15:00
2014-01-07 02:29:00,2014-01-07 02:39:00,C2.6,GOES,2014-01-07 02:34:00
2014-01-07 03:49:00,2014-01-07 03:56:00,M1.0,GOES,2014-01-07 03:53:00
2014-01-07 04:08:00,2014-01-07 04:16:00,C2.7,GOES,2014-01-07 04:11:00
2014-01-07 04:40:00,2014-01-07 05:20:00,C2.4,GOES,2014-01-07 04:53:00
2014-01-07 06:59:00,2014-01-07 07:10:00,C3.4,GOES,2014-01-07 07:05:00
2014-01-07 08:04:00,2014-01-07 08:18:00,C2.3,GOES,2014-01-07 08:09:00
2014-01-07 10:07:00,2014-01-07 10:37:00,M7.2,GOES,2014-01-07 10:13:00
2014-01-07 11:45:00,2014-01-07 11:59:00,C2.6,GOES,2014-01-07 11:53:00
2014-01-07 18:04:00,2014-01-07 18:58:00,X1.2,GOES,2014-01-07 18:32:00
2014-01-07 22:16:00,2014-01-07 22:39:00,C7.4,GOES,2014-01-07 22:33:00
2014-01-07 23:36:00,2014-01-07 23:48:00,C1.6,GOES,2014-01-07 23:43:00
2014-02-25 00:39:00,2014-02-25 01:03:00,X4.9,GOES,2014-02-25 00:49:00
2014-02-25 04:27:00,2014-02-25 04:36:00,C5.0,GOES,2014-02-25 04:32:00
2014-02-25 06:16:00,2014-02-25 06:28:00,C4.5,GOES,2014-02-25 06:20:00
2014-02-25 15:04:00,2014-02-25 15:18:00,C5.7,GOES,2014-02-25 15:10:00
2014-02-25 23:31:00,2014-02-25 23:37:00,C2.2,GOES,2014-02-25 23:34:00
2014-03-29 01:54:00,2014-03-29 02:45:00,C2.4,GOES,2014-03-29 02:11:00
2014-03-29 04:06:00,2014-03-29 04:20:00,C1.0,GOES,2014-03-29 04:14:00
2014-03-29 05:00:00,2014-03-29 05:04:00,C1.0,GOES,2014-03-29 05:02:00
2014-03-29 05:57:00,2014-03-29 06:20:00,C1.4,GOES,2014-03-29 06:14:00
2014-03-29 07:50:00,2014-03-29 08:18:00,C2.1,GOES,2014-03-29 08:00:00
2014-03-29 09:53:00,2014-03-29 10:07:00,C1.4,GOES,2014-03-29 10:00:00
2014-03-29 10:48:00,2014-03-29 11:13:00,C1.7,GOES,2014-03-29 10:59:00
2014-03-29 11:31:00,2014-03-29 11:37:00,C1.2,GOES,2014-03-29 11:34:00
2014-03-29 12:41:00,2014-03-29 12:53:00,C1.5,GOES,2014-03-29 12:48:00
2014-03-29 13:18:00,2014-03-29 13:20:00,C1.0,GOES,2014-03-29 13:19:00
2014-03-29 14:26:00,2014-03-29 14:37:00,C3.3,GOES,2014-03-29 14:32:00
2014-03-29 16:20:00,2014-03-29 16:26:00,C1.1,GOES,2014-03-29 16:24:00
2014-03-29 17:35:00,2014-03-29 17:54:00,X1.0,GOES,2014-03-29 17:48:00
2014-03-29 19:39:00,2014-03-29 19:47:00,C1.1,GOES,2014-03-29 19:42:00
2014-03-29 21:41:00,2014-03-29 23:45:00,C2.1,GOES,2014-03-29 22:48:00
2014-04-25 00:17:00,2014-04-25 00:38:00,X1.3,GOES,2014-04-25 00:27:00
2014-04-25 10:35:00,2014-04-25 10:49:00,C1.0,GOES,2014-04-25 10:42:00
2014-04-25 11:55:00,2014-04-25 12:38:00,C3.3,GOES,2014-04-25 12:08:00
2014-04-25 22:19:00,2014-04-25 22:38:00,C1.9,GOES,2014-04-25 22:30:00
2014-04-25 23:54:00,2014-04-26 02:03:00,C1.6,GOES,2014-04-26 00:42:00
2014-06-10 06:19:00,2014-06-10 06:36:00,C2.4,GOES,2014-06-10 06:28:00
2014-06-10 08:17:00,2014-06-10 08:32:00,C3.9,GOES,2014-06-10 08:25:00
2014-06-10 09:17:00,2014-06-10 09:40:00,C5.1,GOES,2014-06-10 09:31:00
2014-06-10 10:04:00,2014-06-10 10:25:00,C5.0,GOES,2014-06-10 10:17:00
2014-06-10 11:36:00,2014-06-10 11:44:00,X2.2,GOES,2014-06-10 11:42:00
2014-06-10 12:36:00,2014-06-10 13:03:00,X1.5,GOES,2014-06-10 12:52:00
2014-06-10 16:35:00,2014-06-10 16:42:00,C1.5,GOES,2014-06-10 16:38:00
2014-06-10 23:46:00,2014-06-11 00:14:00,C2.1,GOES,2014-06-11 00:07:00
2014-06-11 01:22:00,2014-06-11 01:30:00,C3.9,GOES,2014-06-11 01:28:00
2014-06-11 02:56:00,2014-06-11 03:10:00,C2.3,GOES,2014-06-11 03:02:00
2014-06-11 04:39:00,2014-06-11 04:56:00,C5.0,GOES,2014-06-11 04:47:00
2014-06-11 05:30:00,2014-06-11 05:36:00,M1.8,GOES,2014-06-11 05:34:00
2014-06-11 06:26:00,2014-06-11 06:37:00,C3.4,GOES,2014-06-11 06:32:00
2014-06-11 07:09:00,2014-06-11 07:15:00,C2.8,GOES,2014-06-11 07:12:00
2014-06-11 08:00:00,2014-06-11 08:15:00,M3.0,GOES,2014-06-11 08:09:00
2014-06-11 08:59:00,2014-06-11 09:10:00,X1.0,GOES,2014-06-11 09:06:00
2014-06-11 11:37:00,2014-06-11 11:47:00,C2.3,GOES,2014-06-11 11:42:00
2014-06-11 12:45:00,2014-06-11 12:50:00,C1.8,GOES,2014-06-11 12:48:00
2014-06-11 15:15:00,2014-06-11 15:23:00,C1.7,GOES,2014-06-11 15:19:00
2014-06-11 16:23:00,2014-06-11 16:31:00,C2.6,GOES,2014-06-11 16:28:00
2014-06-11 18:39:00,2014-06-11 18:50:00,C3.6,GOES,2014-06-11 18:45:00
2014-06-11 20:53:00,2014-06-11 21:10:00,M3.9,GOES,2014-06-11 21:03:00
2014-09-10 05:12:00,2014-09-10 05:32:00,C2.4,GOES,2014-09-10 05:24:00
2014-09-10 17:21:00,2014-09-10 18:20:00,X1.6,GOES,2014-09-10 17:45:00
2014-10-19 01:17:00,2014-10-19 03:25:00,C5.7,GOES,2014-10-19 01:47:00
2014-10-19 04:17:00,2014-10-19 05:48:00,X1.1,GOES,2014-10-19 05:03:00
2014-10-19 11:05:00,2014-10-19 11:25:00,C4.2,GOES,2014-10-19 11:19:00
2014-10-19 12:08:00,2014-10-19 12:28:00,C5.8,GOES,2014-10-19 12:14:00
2014-10-19 15:50:00,2014-10-19 16:04:00,C3.9,GOES,2014-10-19 15:56:00
2014-10-19 17:30:00,2014-10-19 17:37:00,C4.7,GOES,2014-10-19 17:34:00
2014-10-19 20:24:00,2014-10-19 20:29:00,C2.1,GOES,2014-10-19 20:27:00
2014-10-19 23:54:00,2014-10-20 00:16:00,C2.5,GOES,2014-10-20 00:10:00
2014-10-22 01:16:00,2014-10-22 02:28:00,M8.7,GOES,2014-10-22 01:59:00
2014-10-22 05:11:00,2014-10-22 05:21:00,M2.7,GOES,2014-10-22 05:17:00
2014-10-22 09:06:00,2014-10-22 09:19:00,C4.6,GOES,2014-10-22 09:12:00
2014-10-22 12:00:00,2014-10-22 12:15:00,C3.2,GOES,2014-10-22 12:05:00
2014-10-22 14:02:00,2014-10-22 14:50:00,X1.6,GOES,2014-10-22 14:28:00
2014-10-22 15:51:00,2014-10-22 16:03:00,M1.4,GOES,2014-10-22 15:57:00
2014-10-22 16:52:00,2014-10-22 17:03:00,C5.7,GOES,2014-10-22 16:59:00
2014-10-22 21:02:00,2014-10-22 21:23:00,C6.5,GOES,2014-10-22 21:16:00
2014-10-24 02:35:00,2014-10-24 02:48:00,C4.2,GOES,2014-10-24 02:43:00
2014-10-24 02:55:00,2014-10-24 03:04:00,C3.4,GOES,2014-10-24 03:00:00
2014-10-24 03:56:00,2014-10-24 04:02:00,C3.6,GOES,2014-10-24 04:00:00
2014-10-24 07:37:00,2014-10-24 07:53:00,M4.0,GOES,2014-10-24 07:48:00
2014-10-24 09:58:00,2014-10-24 10:04:00,C3.6,GOES,2014-10-24 10:01:00
2014-10-24 14:31:00,2014-10-24 15:54:00,C5.1,GOES,2014-10-24 15:06:00
2014-10-24 21:07:00,2014-10-24 22:13:00,X3.1,GOES,2014-10-24 21:41:00
2014-10-25 04:06:00,2014-10-25 04:17:00,C4.4,GOES,2014-10-25 04:13:00
2014-10-25 07:36:00,2014-10-25 08:35:00,C9.2,GOES,2014-10-25 08:08:00
2014-10-25 09:44:00,2014-10-25 09:55:00,C4.6,GOES,2014-10-25 09:49:00
2014-10-25 12:13:00,2014-10-25 12:25:00,C3.2,GOES,2014-10-25 12:20:00
2014-10-25 15:00:00,2014-10-25 15:08:00,C5.1,GOES,2014-10-25 15:04:00
2014-10-25 15:44:00,2014-10-25 16:15:00,C9.7,GOES,2014-10-25 15:52:00
2014-10-25 16:55:00,2014-10-25 18:11:00,X1.0,GOES,2014-10-25 17:08:00
2014-10-25 23:20:00,2014-10-25 23:36:00,C8.4,GOES,2014-10-25 23:26:00
2014-10-26 01:08:00,2014-10-26 01:27:00,C3.1,GOES,2014-10-26 01:13:00
2014-10-26 05:09:00,2014-10-26 05:19:00,C2.8,GOES,2014-10-26 05:13:00
2014-10-26 05:45:00,2014-10-26 05:55:00,C4.0,GOES,2014-10-26 05:50:00
2014-10-26 06:13:00,2014-10-26 06:26:00,C9.5,GOES,2014-10-26 06:21:00
2014-10-26 10:04:00,2014-10-26 11:18:00,X2.0,GOES,2014-10-26 10:56:00
2014-10-26 13:04:00,2014-10-26 13:16:00,C9.2,GOES,2014-10-26 13:09:00
2014-10-26 15:11:00,2014-10-26 15:34:00,C5.2,GOES,2014-10-26 15:20:00
2014-10-26 15:52:00,2014-10-26 16:00:00,C3.5,GOES,2014-10-26 15:56:00
2014-10-26 16:12:00,2014-10-26 16:22:00,C5.3,GOES,2014-10-26 16:17:00
2014-10-26 17:08:00,2014-10-26 17:30:00,M1.0,GOES,2014-10-26 17:17:00
2014-10-26 17:55:00,2014-10-26 18:05:00,C7.8,GOES,2014-10-26 17:59:00
2014-10-26 18:07:00,2014-10-26 18:20:00,M4.2,GOES,2014-10-26 18:15:00
2014-10-26 18:43:00,2014-10-26 18:56:00,M1.9,GOES,2014-10-26 18:49:00
2014-10-26 19:59:00,2014-10-26 20:45:00,M2.4,GOES,2014-10-26 20:21:00
2014-10-26 21:47:00,2014-10-26 22:13:00,C8.3,GOES,2014-10-26 21:59:00
2014-10-27 00:06:00,2014-10-27 00:44:00,M7.1,GOES,2014-10-27 00:34:00
2014-10-27 01:44:00,2014-10-27 02:11:00,M1.0,GOES,2014-10-27 02:02:00
2014-10-27 03:35:00,2014-10-27 03:48:00,M1.3,GOES,2014-10-27 03:41:00
2014-10-27 05:01:00,2014-10-27 05:11:00,C3.4,GOES,2014-10-27 05:04:00
2014-10-27 05:21:00,2014-10-27 05:47:00,C4.9,GOES,2014-10-27 05:38:00
2014-10-27 06:56:00,2014-10-27 07:07:00,C9.6,GOES,2014-10-27 07:01:00
2014-10-27 07:11:00,2014-10-27 07:20:00,C9.6,GOES,2014-10-27 07:15:00
2014-10-27 09:59:00,2014-10-27 10:26:00,M6.7,GOES,2014-10-27 10:09:00
2014-10-27 14:12:00,2014-10-27 15:09:00,X2.0,GOES,2014-10-27 14:47:00
2014-10-27 17:33:00,2014-10-27 17:47:00,M1.4,GOES,2014-10-27 17:40:00
2014-10-27 21:16:00,2014-10-27 21:30:00,C5.4,GOES,2014-10-27 21:23:00
2014-10-27 22:59:00,2014-10-27 23:16:00,C4.6,GOES,2014-10-27 23:04:00
2014-11-07 02:05:00,2014-11-07 03:32:00,M2.7,GOES,2014-11-07 02:49:00
2014-11-07 04:12:00,2014-11-07 04:38:00,M2.0,GOES,2014-11-07 04:25:00
2014-11-07 10:13:00,2014-11-07 10:30:00,M1.0,GOES,2014-11-07 10:22:00
2014-11-07 12:03:00,2014-11-07 12:08:00,C3.9,GOES,2014-11-07 12:06:00
2014-11-07 13:19:00,2014-11-07 13:31:00,C1.3,GOES,2014-11-07 13:24:00
2014-11-07 13:55:00,2014-11-07 14:05:00,C2.3,GOES,2014-11-07 13:59:00
2014-11-07 14:51:00,2014-11-07 15:57:00,C7.0,GOES,2014-11-07 15:16:00
2014-11-07 16:10:00,2014-11-07 16:45:00,C7.0,GOES,2014-11-07 16:39:00
2014-11-07 16:53:00,2014-11-07 17:34:00,X1.6,GOES,2014-11-07 17:26:00
2014-11-07 23:45:00,2014-11-07 23:52:00,C1.4,GOES,2014-11-07 23:48:00
2014-12-20 00:11:00,2014-12-20 00:55:00,X1.8,GOES,2014-12-20 00:28:00
2014-12-20 11:36:00,2014-12-20 11:48:00,C2.3,GOES,2014-12-20 11:41:00
2014-12-20 15:01:00,2014-12-20 15:11:00,C2.9,GOES,2014-12-20 15:06:00
2014-12-20 15:47:00,2014-12-20 15:59:00,C2.0,GOES,2014-12-20 15:53:00
2014-12-20 20:29:00,2014-12-20 20:49:00,C5.6,GOES,2014-12-20 20:35:00
2014-12-20 21:40:00,2014-12-20 21:46:00,C2.9,GOES,2014-12-20 21:43:00
2015-03-10 23:46:00,2015-03-11 00:06:00,M2.9,GOES,2015-03-11 00:02:00
2015-03-11 01:16:00,2015-03-11 01:23:00,C1.1,GOES,2015-03-11 01:19:00
2015-03-11 02:12:00,2015-03-11 02:25:00,C2.8,GOES,2015-03-11 02:19:00
2015-03-11 04:47:00,2015-03-11 05:11:00,C4.5,GOES,2015-03-11 05:03:00
2015-03-11 05:11:00,2015-03-11 05:18:00,C4.0,GOES,2015-03-11 05:15:00
2015-03-11 05:51:00,2015-03-11 06:00:00,C1.3,GOES,2015-03-11 05:57:00
2015-03-11 06:05:00,2015-03-11 06:14:00,C2.7,GOES,2015-03-11 06:09:00
2015-03-11 06:45:00,2015-03-11 06:51:00,C1.0,GOES,2015-03-11 06:48:00
2015-03-11 07:10:00,2015-03-11 07:43:00,M1.8,GOES,2015-03-11 07:18:00
2015-03-11 07:51:00,2015-03-11 08:03:00,M2.6,GOES,2015-03-11 07:57:00
2015-03-11 09:21:00,2015-03-11 09:31:00,C1.8,GOES,2015-03-11 09:25:00
2015-03-11 11:21:00,2015-03-11 12:01:00,C5.8,GOES,2015-03-11 11:34:00
2015-03-11 13:05:00,2015-03-11 13:23:00,C2.3,GOES,2015-03-11 13:16:00
2015-03-11 14:30:00,2015-03-11 14:46:00,C2.0,GOES,2015-03-11 14:38:00
2015-03-11 15:15:00,2015-03-11 15:38:00,C1.7,GOES,2015-03-11 15:26:00
2015-03-11 16:11:00,2015-03-11 16:29:00,X2.1,GOES,2015-03-11 16:22:00
2015-03-11 18:37:00,2015-03-11 18:57:00,M1.0,GOES,2015-03-11 18:51:00
2015-03-11 22:08:00,2015-03-11 22:37:00,C7.8,GOES,2015-03-11 22:19:00
2015-03-11 23:32:00,2015-03-11 23:55:00,C6.7,GOES,2015-03-11 23:45:00
2015-05-05 02:18:00,2015-05-05 02:39:00,C2.1,GOES,2015-05-05 02:33:00
2015-05-05 03:00:00,2015-05-05 03:05:00,C2.5,GOES,2015-05-05 03:03:00
2015-05-05 03:26:00,2015-05-05 03:33:00,C1.5,GOES,2015-05-05 03:30:00
2015-05-05 03:51:00,2015-05-05 04:08:00,C5.1,GOES,2015-05-05 04:03:00
2015-05-05 04:38:00,2015-05-05 04:52:00,C2.6,GOES,2015-05-05 04:47:00
2015-05-05 05:02:00,2015-05-05 05:09:00,C2.6,GOES,2015-05-05 05:06:00
2015-05-05 06:56:00,2015-05-05 07:25:00,C2.5,GOES,2015-05-05 07:11:00
2015-05-05 07:57:00,2015-05-05 08:05:00,C4.3,GOES,2015-05-05 08:02:00
2015-05-05 08:20:00,2015-05-05 08:46:00,C3.7,GOES,2015-05-05 08:37:00
2015-05-05 09:11:00,2015-05-05 09:30:00,C3.7,GOES,2015-05-05 09:20:00
2015-05-05 09:42:00,2015-05-05 09:51:00,M1.9,GOES,2015-05-05 09:47:00
2015-05-05 11:20:00,2015-05-05 11:43:00,C6.6,GOES,2015-05-05 11:29:00
2015-05-05 11:55:00,2015-05-05 12:00:00,C3.6,GOES,2015-05-05 11:58:00
2015-05-05 13:45:00,2015-05-05 13:56:00,M1.2,GOES,2015-05-05 13:53:00
2015-05-05 14:19:00,2015-05-05 14:32:00,M1.3,GOES,2015-05-05 14:25:00
2015-05-05 16:31:00,2015-05-05 16:44:00,C1.5,GOES,2015-05-05 16:38:00
2015-05-05 17:04:00,2015-05-05 17:10:00,C1.9,GOES,2015-05-05 17:08:00
2015-05-05 17:12:00,2015-05-05 17:30:00,M2.6,GOES,2015-05-05 17:24:00
2015-05-05 18:38:00,2015-05-05 18:43:00,C1.3,GOES,2015-05-05 18:41:00
2015-05-05 20:53:00,2015-05-05 21:02:00,C1.9,GOES,2015-05-05 20:56:00
2015-05-05 21:12:00,2015-05-05 21:21:00,C1.7,GOES,2015-05-05 21:16:00
2015-05-05 21:33:00,2015-05-05 21:53:00,C2.5,GOES,2015-05-05 21:43:00
2015-05-05 22:05:00,2015-05-05 22:15:00,X2.7,GOES,2015-05-05 22:11:00
2017-09-06 06:17:00,2017-09-06 06:29:00,C1.6,GOES,2017-09-06 06:22:00
2017-09-06 07:29:00,2017-09-06 07:48:00,C2.7,GOES,2017-09-06 07:34:00
2017-09-06 08:57:00,2017-09-06 09:17:00,X2.2,GOES,2017-09-06 09:10:00
2017-09-06 11:53:00,2017-09-06 12:10:00,X9.3,GOES,2017-09-06 12:02:00
2017-09-06 15:51:00,2017-09-06 16:03:00,M2.5,GOES,2017-09-06 15:56:00
2017-09-06 19:21:00,2017-09-06 19:35:00,M1.4,GOES,2017-09-06 19:30:00
2017-09-06 23:33:00,2017-09-06 23:44:00,M1.2,GOES,2017-09-06 23:39:00
2017-09-07 04:59:00,2017-09-07 05:08:00,M2.4,GOES,2017-09-07 05:02:00
2017-09-07 06:19:00,2017-09-07 06:42:00,C8.2,GOES,2017-09-07 06:28:00
2017-09-07 09:16:00,2017-09-07 09:24:00,C2.3,GOES,2017-09-07 09:20:00
2017-09-07 09:49:00,2017-09-07 09:58:00,M1.4,GOES,2017-09-07 09:54:00
2017-09-07 10:11:00,2017-09-07 10:18:00,M7.3,GOES,2017-09-07 10:15:00
2017-09-07 12:00:00,2017-09-07 12:28:00,C3.0,GOES,2017-09-07 12:14:00
2017-09-07 14:20:00,2017-09-07 14:55:00,X1.3,GOES,2017-09-07 14:36:00
2017-09-07 18:04:00,2017-09-07 18:36:00,C5.2,GOES,2017-09-07 18:28:00
2017-09-07 18:40:00,2017-09-07 18:49:00,C4.5,GOES,2017-09-07 18:44:00
2017-09-07 20:54:00,2017-09-07 20:59:00,C2.5,GOES,2017-09-07 20:57:00
2017-09-07 21:24:00,2017-09-07 21:47:00,C5.4,GOES,2017-09-07 21:37:00
2017-09-07 22:57:00,2017-09-07 23:02:00,C2.7,GOES,2017-09-07 23:00:00
2017-09-07 23:50:00,2017-09-08 00:14:00,M3.9,GOES,2017-09-07 23:59:00
2017-09-09 22:04:00,2017-09-10 00:41:00,M1.1,GOES,2017-09-09 23:53:00
2017-09-10 02:40:00,2017-09-10 03:25:00,C9.0,GOES,2017-09-10 03:09:00
2017-09-10 09:02:00,2017-09-10 09:34:00,C2.9,GOES,2017-09-10 09:20:00
2017-09-10 14:19:00,2017-09-10 14:25:00,C1.6,GOES,2017-09-10 14:23:00
2017-09-10 15:23:00,2017-09-10 15:28:00,C1.0,GOES,2017-09-10 15:26:00
2017-09-10 15:35:00,2017-09-10 16:31:00,X8.2,GOES,2017-09-10 16:06:00
2021-07-03 01:02:00,2021-07-03 01:22:00,B5.1,GOES,2021-07-03 01:15:00
2021-07-03 02:14:00,2021-07-03 02:39:00,C5.7,GOES,2021-07-03 02:31:00
2021-07-03 04:39:00,2021-07-03 04:55:00,B5.1,GOES,2021-07-03 04:44:00
2021-07-03 04:58:00,2021-07-03 05:24:00,C1.9,GOES,2021-07-03 05:08:00
2021-07-03 07:04:00,2021-07-03 07:22:00,M2.7,GOES,2021-07-03 07:17:00
2021-07-03 12:55:00,2021-07-03 13:22:00,C1.9,GOES,2021-07-03 13:11:00
2021-07-03 14:18:00,2021-07-03 14:34:00,X1.5,GOES,2021-07-03 14:29:00
2021-07-03 16:26:00,2021-07-03 16:42:00,B8.6,GOES,2021-07-03 16:33:00
2021-07-03 16:52:00,2021-07-03 16:59:00,B7.6,GOES,2021-07-03 16:55:00
2021-07-03 16:59:00,2021-07-03 17:14:00,M1.0,GOES,2021-07-03 17:03:00
2021-07-03 20:00:00,2021-07-03 20:16:00,B7.0,GOES,2021-07-03 20:09:00
2021-07-03 21:17:00,2021-07-03 21:28:00,B5.1,GOES,2021-07-03 21:24:00
2021-07-03 21:34:00,2021-07-03 21:46:00,B5.2,GOES,2021-07-03 21:41:00
2021-07-03 21:51:00,2021-07-03 22:08:00,B6.0,GOES,2021-07-03 22:02:00
2021-07-03 23:23:00,2021-07-03 23:37:00,B6.1,GOES,2021-07-03 23:30:00
2021-10-28 01:32:00,2021-10-28 01:45:00,C1.2,GOES,2021-10-28 01:38:00
2021-10-28 07:30:00,2021-10-28 07:45:00,M1.4,GOES,2021-10-28 07:40:00
2021-10-28 09:56:00,2021-10-28 10:05:00,C1.1,GOES,2021-10-28 10:00:00
2021-10-28 10:19:00,2021-10-28 10:37:00,M2.2,GOES,2021-10-28 10:28:00
2021-10-28 12:09:00,2021-10-28 12:27:00,C1.2,GOES,2021-10-28 12:17:00
2021-10-28 12:26:00,2021-10-28 12:49:00,C2.2,GOES,2021-10-28 12:38:00
2021-10-28 13:15:00,2021-10-28 13:25:00,C3.3,GOES,2021-10-28 13:21:00
2021-10-28 13:46:00,2021-10-28 14:05:00,C3.8,GOES,2021-10-28 13:59:00
2021-10-28 15:17:00,2021-10-28 15:48:00,X1.0,GOES,2021-10-28 15:35:00
2021-10-28 18:07:00,2021-10-28 18:14:00,C3.1,GOES,2021-10-28 18:10:00
2021-10-28 19:34:00,2021-10-28 20:03:00,C3.1,GOES,2021-10-28 19:45:00
